date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:50	44018/44018	---M--	200	added ('OK')	image/png	etag:%223a7b7e413a5f9af1%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/cropped-123-1-180x180.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/cropped-123-1-180x180.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:03:50	3726/3726	---M--	200	added ('OK')	image/png	etag:%22c552f70ddb150103%22	http://i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/compra-segura-3.png	C:/My%20Web%20Sites/dawdwadwawda/i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/compra-segura-3.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:03:56	32849/32849	---M--	200	added ('OK')	image/jpeg	etag:%22aeb526f5702fd15a%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/depositphotos_52492703-stock-photo-confident-mature-man-in-shirt.jpg	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/depositphotos_52492703-stock-photo-confident-mature-man-in-shirt.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:03:57	7342/7342	---M--	200	added ('OK')	image/png	etag:%2292e7b11b342526bd%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/g1-logo-1024x616-1.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/g1-logo-1024x616-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:00	145982/145982	---M--	200	added ('OK')	application/javascript	date:Sat,%2026%20Jun%202021%2021:44:06%20GMT	http://subindoscore7dias.com/wp-content/cache/wpfc-minified/lzm0fdzd/dqety.js	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/cache/wpfc-minified/lzm0fdzd/dqety.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:03	19776/19776	---M--	200	added ('OK')	image/png	etag:%22be9c86f76495fd36%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/r7-logo-1024x876-1.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/r7-logo-1024x876-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:06	53382/53382	---M--	200	added ('OK')	image/png	etag:%2238e9832c09112238%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-g1-1024x533.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-g1-1024x533.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:09	117715/117715	---M--	200	added ('OK')	image/png	etag:%22840b0e5ced923b82%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/123-p3ewd61ar4sfwe078877objiu1pxpwpg6nfvebc1ts.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/123-p3ewd61ar4sfwe078877objiu1pxpwpg6nfvebc1ts.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:13	42647/42647	---M--	200	added ('OK')	image/png	etag:%22d851cad551a83f8d%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/sbt-logo-0-1536x1536-1-1024x1024.png	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/sbt-logo-0-1536x1536-1-1024x1024.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:15	70394/70394	---M--	200	added ('OK')	image/png	etag:%22969a10ad83801b93%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-r7-1024x541.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-r7-1024x541.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:21	50145/50145	---M--	200	added ('OK')	image/jpeg	etag:%222cb2cb854768daa5%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/feedback-1-p3ido0keu9fjer9ostsynabr91orzdtgdw6yd1mbgo.jpeg	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/feedback-1-p3ido0keu9fjer9ostsynabr91orzdtgdw6yd1mbgo.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:23	51546/51546	---M--	200	added ('OK')	image/jpeg	etag:%22029aa25130f46d70%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/pexels-photo-1130626-p3ieabakyryetqvolgscsnrek3s8kwc849bm7ck3uw.jpeg	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/pexels-photo-1130626-p3ieabakyryetqvolgscsnrek3s8kwc849bm7ck3uw.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:27	31449/31449	---M--	200	added ('OK')	image/jpeg	etag:%22194ad18f529122d9%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/pexels-photo-1222271-p3ieav16yapflk30e7bir0s3172y2jil6z0ta5qu88.jpeg	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/elementor/thumbs/pexels-photo-1222271-p3ieav16yapflk30e7bir0s3172y2jil6z0ta5qu88.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:28	274426/274426	---M--	200	added ('OK')	image/jpeg	etag:%22204421d57c7f120f%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/Sem_Titulo-4.jpg	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/Sem_Titulo-4.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:28	121183/121183	---M--	200	added ('OK')	image/png	etag:%22ac1a769411a6c2c9%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-sbt-1024x576.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/feedback-positivo-sbt-1024x576.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:39	95569/95569	---M--	200	added ('OK')	image/jpeg	etag:%22357fd3485f212f54%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f1-1-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f1-1-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:40	81842/81842	---M--	200	added ('OK')	image/jpeg	etag:%22c96a2b5cd5cf169e%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f5-2-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f5-2-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:44	100651/100651	---M--	200	added ('OK')	image/jpeg	etag:%220f7c69ece81542e6%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f2-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f2-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:45	99899/99899	---M--	200	added ('OK')	image/jpeg	etag:%22b223f007200022d1%22	http://i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f4-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f4-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:45	3726/3726	---M--	200	added ('OK')	image/png	etag:%22c552f70ddb150103%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/compra-segura-3.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/compra-segura-3.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:51	76068/76068	---M--	200	added ('OK')	image/jpeg	etag:%2265bdb9721ae29722%22	http://i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f6-2-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f6-2-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:04:55	91850/91850	---M--	200	added ('OK')	image/jpeg	etag:%228abef30781e32343%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f3-598x1024.jpg	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/f3-598x1024.jpg	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:11	161074/161074	---M--	200	added ('OK')	image/png	etag:%22f4653458162f7b40%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/1111-1024x1024.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/1111-1024x1024.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:12	168660/168660	---M--	200	added ('OK')	image/png	etag:%2233ac251ec7125303%22	http://i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/222222-1024x1024.png	C:/My%20Web%20Sites/dawdwadwawda/i3.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/222222-1024x1024.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:13	8783/8783	---M--	200	added ('OK')	image/png	etag:%223fbd4e082636b225%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/5-estrela-1.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/5-estrela-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:16	20251/20251	---M--	200	added ('OK')	image/png	etag:%2236ac2619367b0e34%22	http://i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/garantia-de-7-dias-1.png	C:/My%20Web%20Sites/dawdwadwawda/i2.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/garantia-de-7-dias-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:17	23851/23851	---M--	200	added ('OK')	image/png	etag:%22c636d479270b0a1f%22	http://i3.wp.com/fornecedorderoupas.com/wp-content/uploads/2021/02/compra-sg-1.png	C:/My%20Web%20Sites/dawdwadwawda/i3.wp.com/fornecedorderoupas.com/wp-content/uploads/2021/02/compra-sg-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:19	177922/177922	---M--	200	added ('OK')	image/png	etag:%2224eda3212edec3f0%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/333333333-1024x1024.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/333333333-1024x1024.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:20	22185/22185	---M--	200	added ('OK')	image/png	etag:%227400407da9b126b6%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/selo-patenteado-300x247-1.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/03/selo-patenteado-300x247-1.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:22	17188/17188	---M--	200	added ('OK')	image/png	etag:%2268743d0c16f62e5e%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/site-blindado-logo-3-1024x229.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/site-blindado-logo-3-1024x229.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:22	14081/14081	---M--	200	added ('OK')	image/png	etag:%223e4d3ed98f6283f6%22	http://i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/garantia_7_dias.png	C:/My%20Web%20Sites/dawdwadwawda/i0.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/garantia_7_dias.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:23	180672/180672	---M--	200	added ('OK')	image/png	etag:%220583ade191c6724c%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/4444444444-1024x1024.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/4444444444-1024x1024.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:25	97486/97486	---M--	200	added ('OK')	image/png	etag:%22b95593b0b803cc57%22	http://i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/vetor1.jpg.png	C:/My%20Web%20Sites/dawdwadwawda/i1.wp.com/subindoscore7dias.com/wp-content/uploads/2021/02/vetor1.jpg.png	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:25	1426/1426	---M--	200	added ('OK')	application/javascript	date:Tue,%2026%20Jan%202021%2023:48:34%20GMT	https://subindoscore7dias.com/wp-includes/js/wp-embed.min.js?ver=5.7.2	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-includes/js/wp-embed.min9f31.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:25	5629/5629	---M--	200	added ('OK')	application/javascript	date:Sun,%2014%20Jun%202020%2003:23:28%20GMT	https://subindoscore7dias.com/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-includes/js/imagesloaded.mineda1.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:26	5462/5462	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jun%202021%2005:30:20%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.3.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min3d36.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:26	4769/4769	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.2.5	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min2072.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:26	89496/89496	---M--	200	added ('OK')	application/javascript	date:Thu,%2008%20Oct%202020%2001:03:26%20GMT	https://subindoscore7dias.com/wp-includes/js/jquery/jquery.min.js?ver=3.5.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-includes/js/jquery/jquery.min9d52.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:27	11224/11224	---M--	200	added ('OK')	application/javascript	date:Thu,%2019%20Nov%202020%2018:01:14%20GMT	https://subindoscore7dias.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:27	64914/64914	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.2.5	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/js/frontend-modules.min2072.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:27	6595/6595	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jun%202021%2005:30:20%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.3.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min3d36.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:28	58893/58893	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jun%202021%2005:30:20%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.3.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/frontend.min3d36.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:28	12198/12198	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:28	20787/20787	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2009:35:17%20GMT	https://subindoscore7dias.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:28	2578/2578	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.2.5	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min2072.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:29	139153/139153	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:29	10863/10863	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:29	67690/67690	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.2.5	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/js/frontend.min2072.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:30	58080/58080	---M--	200	added ('OK')	application/javascript	date:Wed,%2016%20Jun%202021%2019:20:11%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.2.5	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min2072.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:30	163466/163466	---M--	200	added ('OK')	application/javascript	date:Mon,%2021%20Jun%202021%2005:30:20%20GMT	https://subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.3.1	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min3d36.js	(from https://subindoscore7dias.com/scoreem7dias67/)
22:05:31	149071/149071	---M--	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2006:57:14%20GMT	https://subindoscore7dias.com/wp-content/uploads/2021/02/f1-2.jpg	C:/My%20Web%20Sites/dawdwadwawda/subindoscore7dias.com/wp-content/uploads/2021/02/f1-2.jpg	(from https://subindoscore7dias.com/wp-content/uploads/elementor/css/post-2139.css?ver=1624255427)
